Time,x,y,z,vx,vy,vz
180.5,-2471261.49727444,2333656.96370692,-269780.986633408,-448.490260892016,-506.763466160484,-48.9791934992622
180.55,-2471283.91509615,2333631.62974303,-269783.434828202,-448.223728429831,-506.594854266761,-48.9484279315675
180.6,-2471306.32041323,2333606.30331577,-269785.881508715,-447.971762353526,-506.443902761361,-48.9185009638177
180.65,-2471328.71307311,2333580.98458188,-269788.326661665,-447.72299156168,-506.292066393016,-48.8868310712958
180.7,-2471351.0933189,2333555.67328557,-269790.770284744,-447.484593729674,-506.155369917692,-48.8571157983904
180.75,-2471373.46099125,2333530.36968586,-269793.212387584,-447.233912829493,-506.003550727202,-48.8265823107862
180.8,-2471395.81612606,2333505.0737209,-269795.652914641,-446.998064961911,-505.866583864149,-48.7956569648118
180.85,-2471418.15874749,2333479.78542155,-269798.091900949,-446.734133022563,-505.698356458956,-48.7650370160087
180.9,-2471440.48892596,2333454.50463415,-269800.529344176,-446.472451528639,-505.530776780263,-48.7329483660923
180.95,-2471462.80669804,2333429.23138002,-269802.965257241,-446.222580372776,-505.380370517016,-48.70327909246
181,-2471485.11206383,2333403.96563154,-269805.39961699,-445.987840117435,-505.243887205976,-48.6716335979717
181.05,-2471507.40493217,2333378.70758229,-269807.832404451,-445.739646134147,-505.092717711616,-48.6394333918839
181.1,-2471529.68540269,2333353.45711566,-269810.263627838,-445.477589225031,-504.923798490247,-48.6086037275413
181.15,-2471551.95355677,2333328.21410398,-269812.693288767,-445.243741227095,-504.788973646317,-48.5781408641503
181.2,-2471574.20928055,2333302.97863032,-269815.121394872,-444.997638763181,-504.641633532693,-48.546871486548
181.25,-2471596.45278105,2333277.75057284,-269817.547979377,-444.750850333244,-504.491513565168,-48.5160123771991
181.3,-2471618.68380501,2333252.53021129,-269819.972965519,-444.50434863895,-504.338898670523,-48.4857293106414
181.35,-2471640.90252066,2333227.31741223,-269822.396400374,-444.241615091883,-504.168867999923,-48.4522714547393
181.4,-2471663.10891993,2333202.11207231,-269824.818266197,-444.004998451086,-504.03221695594,-48.421429220142
181.45,-2471685.30311448,2333176.91410092,-269827.238597041,-443.765837071412,-503.892401184777,-48.392551522537
181.5,-2471707.48496163,2333151.72369024,-269829.657382549,-443.514523639782,-503.732101347555,-48.3612275725624
181.55,-2471729.65463691,2333126.54069487,-269832.074630681,-443.276066923702,-503.588924344737,-48.3296986908303
181.6,-2471751.81196362,2333101.36531096,-269834.490326649,-443.029856808359,-503.440095466934,-48.2996164305008
181.65,-2471773.95696222,2333076.19742854,-269836.904490327,-442.785467989762,-503.293256195266,-48.2691671941157
181.7,-2471796.0898673,2333051.0367805,-269839.317153522,-442.541667856471,-503.144483283889,-48.2379538843847
181.75,-2471818.21050994,2333025.88360215,-269841.728263464,-442.281618367614,-502.978180431099,-48.2064793725062
181.8,-2471840.31890643,2333000.73795764,-269844.137868495,-442.037459032956,-502.829147538931,-48.1748865651555
181.85,-2471862.41502867,2332975.59978364,-269846.545973181,-441.795066851339,-502.681784852322,-48.1471935885655
181.9,-2471884.49903251,2332950.46891814,-269848.952568477,-441.552298749049,-502.535986912009,-48.116240750033
181.95,-2471906.5708191,2332925.34545119,-269851.357663448,-441.308087699467,-502.389094848345,-48.0871380728887
182,-2471928.6305195,2332900.2292223,-269853.761303645,-441.069850226897,-502.247022614728,-48.0571428050653
182.05,-2471950.67787162,2332875.12056767,-269856.163472782,-440.824182881746,-502.097799367815,-48.0288344259259
182.1,-2471972.71310182,2332850.01928567,-269858.564200008,-440.587572873625,-501.958733996613,-48.0008735824259
182.15,-2471994.73606179,2332824.92539499,-269860.963441899,-440.3443884442,-501.813321231516,-47.9711821638874
182.2,-2472016.74696709,2332799.83867191,-269863.361269916,-440.101358229366,-501.667515711049,-47.9414990722771
182.25,-2472038.74562943,2332774.75934152,-269865.757677068,-439.851427326125,-501.511722422134,-47.9142626457798
182.3,-2472060.73209053,2332749.68736024,-269868.152658967,-439.59824987068,-501.356599536827,-47.884719018787
182.35,-2472082.70633811,2332724.62278901,-269870.546248057,-439.360953349659,-501.217849587997,-47.8578643342579
182.4,-2472104.66841862,2332699.56546818,-269872.938433198,-439.125920647511,-501.079993945254,-47.8312163794159
182.45,-2472126.61834737,2332674.5153982,-269875.329257756,-438.875337213778,-500.927599087299,-47.8038882266597
182.5,-2472148.55604506,2332649.47264637,-269877.718702367,-438.624323099934,-500.773965869975,-47.7753559901273
182.55,-2472170.48166289,2332624.43707672,-269880.10681718,-438.394604104562,-500.644860230707,-47.7485939763284
182.6,-2472192.39500946,2332599.40889353,-269882.493554059,-438.16562449576,-500.512145398636,-47.723942280454
182.65,-2472214.29612092,2332574.38801708,-269884.878965505,-437.908018672624,-500.3537480896,-47.6958387243616
182.7,-2472236.18504484,2332549.37433083,-269887.263076126,-437.661793512206,-500.210571409435,-47.6690483167007
182.75,-2472258.06181022,2332524.36779002,-269889.645875242,-437.404083285059,-500.048597648782,-47.6424709686785
182.8,-2472279.9262897,2332499.36855897,-269892.027358964,-437.159272530751,-499.903841003269,-47.6166730519373
182.85,-2472301.7786545,2332474.37646311,-269894.407582038,-436.928585339949,-499.772511116497,-47.5929441317624
182.9,-2472323.61868075,2332449.3917308,-269896.786520104,-436.670450445529,-499.615065841,-47.5639263201079
182.95,-2472345.44663144,2332424.41398072,-269899.164216554,-436.441649143124,-499.490415065996,-47.5418769524228
183,-2472367.26226221,2332399.44345809,-269901.540661785,-436.19861188203,-499.347568321923,-47.5184826340882
183.05,-2472389.06574695,2332374.47999746,-269903.915873637,-435.950083497255,-499.200714192159,-47.4910126436383
183.1,-2472410.8568906,2332349.52387535,-269906.289829073,-435.693896156459,-499.042981711912,-47.4663895867117
183.15,-2472432.63578171,2332324.57490738,-269908.662581965,-435.44852824881,-498.901709322411,-47.4419820354324
183.2,-2472454.40244924,2332299.63298381,-269911.034128018,-435.205837975604,-498.76216808793,-47.4192899401712
183.25,-2472476.15688417,2332274.69811907,-269913.404478257,-434.946334855141,-498.603133746831,-47.3933960745903
183.3,-2472497.89911835,2332249.77030818,-269915.773628844,-434.713376438476,-498.475503563873,-47.3701181118919
183.35,-2472519.62902338,2332224.849713,-269918.141590672,-434.481714575525,-498.34767955834,-47.3485108525606
183.4,-2472541.34663785,2332199.93626307,-269920.508391942,-434.230044363532,-498.197890937262,-47.3259181328539
183.45,-2472563.05199043,2332175.02983198,-269922.874007922,-433.976047810759,-498.050624680691,-47.3000205626791
183.5,-2472584.74514848,2332150.13032559,-269925.238484077,-433.745320471248,-497.925868904223,-47.2791086604346
183.55,-2472606.42596664,2332125.23795446,-269927.601809783,-433.50036053563,-497.782888505283,-47.2558795413301
183.6,-2472628.09458143,2332100.35257083,-269929.963974022,-433.253174969112,-497.64170636588,-47.2327178957962
183.65,-2472649.75075637,2332075.47439996,-269932.32498779,-433.007913149285,-497.502170735568,-47.2089512282505
183.7,-2472671.39473582,2332050.60314122,-269934.684865371,-432.74717153069,-497.344566618439,-47.1852820654774
183.75,-2472693.02646178,2332025.73880371,-269937.043617863,-432.518630147118,-497.222498487405,-47.1637621495684
183.8,-2472714.64588668,2332000.88147905,-269939.401236082,-432.257378136839,-497.066283111154,-47.1400188933731
183.85,-2472736.25300222,2331976.03122473,-269941.757707362,-432.016855870728,-496.933473535635,-47.1177418198355
183.9,-2472757.84775684,2331951.18804415,-269944.113046568,-431.763048010829,-496.78430292733,-47.0944817392612
183.95,-2472779.4303422,2331926.35169268,-269946.467248038,-431.53409168178,-496.663897935703,-47.0743042953747
184,-2472801.00057783,2331901.5223062,-269948.820334192,-431.287770287283,-496.525181427078,-47.0508401027456
184.05,-2472822.55859754,2331876.69979394,-269951.172301981,-431.035346637405,-496.379024005601,-47.028589872093
184.1,-2472844.10431955,2331851.88429289,-269953.523126614,-430.78356599527,-496.23125066679,-47.0054170741057
184.15,-2472865.63768242,2331827.07583544,-269955.872811934,-430.53738722464,-496.092203786645,-46.9816297390739
184.2,-2472887.1588282,2331802.27422144,-269958.221342235,-430.304916675483,-495.96968919204,-46.9589132801314
184.25,-2472908.66771203,2331777.47946014,-269960.568766329,-430.054176434211,-495.826438282535,-46.9367465956291
184.3,-2472930.16432207,2331752.69160231,-269962.915063015,-429.801850048414,-495.679164195514,-46.9132390516838
184.35,-2472951.64872053,2331727.91062826,-269965.260203748,-429.571438111662,-495.555322423743,-46.8913694499097
184.4,-2472973.12075194,2331703.13671075,-269967.604189946,-429.325303631099,-495.417597816041,-46.8682728962131
184.45,-2472994.58066038,2331678.3695257,-269969.947037453,-429.081291882483,-495.280840779966,-46.844995051446
184.5,-2473016.02826441,2331653.60930599,-269972.28872982,-428.824181079797,-495.130688180552,-46.8231630192428
184.55,-2473037.46370892,2331628.85585218,-269974.629294677,-428.578223850311,-494.990923148385,-46.7977331245604
184.6,-2473058.88688827,2331604.10932591,-269976.968686966,-428.334910365549,-494.854727372042,-46.7751798516078
184.65,-2473080.29785972,2331579.36974565,-269979.306874894,-428.105408453077,-494.730906635044,-46.7521480293541
184.7,-2473101.69658563,2331554.6370491,-269981.643899122,-427.84827975498,-494.579076755042,-46.7285317263935
184.75,-2473123.08324294,2331529.91103625,-269983.979755006,-427.602812362003,-494.44271771521,-46.7046998410064
184.8,-2473144.45767294,2331505.19190594,-269986.314442722,-427.359080743327,-494.305001573869,-46.6815290816143
184.85,-2473165.81991988,2331480.47964903,-269988.647925908,-427.116775274546,-494.167401756714,-46.6573121403965
184.9,-2473187.1700731,2331455.77425613,-269990.980207718,-426.887967873615,-494.044601827398,-46.6344803329276
184.95,-2473208.50801366,2331431.07576653,-269993.311300634,-426.630497253222,-493.893285334633,-46.6092707190754
185,-2473229.83391271,2331406.38394388,-269995.641154476,-426.401228186631,-493.775110140568,-46.5852038348784
185.05,-2473251.147642,2331381.69898736,-269997.969791589,-426.159860304762,-493.63890346137,-46.5609651254321
185.1,-2473272.44938423,2331357.02073589,-270000.297233119,-425.918892173787,-493.50128276251,-46.5362910448626
185.15,-2473293.73891058,2331332.34952596,-270002.623442083,-425.675671491581,-493.364254059033,-46.5118842376515
185.2,-2473315.0164129,2331307.6850843,-270004.948397478,-425.420911434324,-493.212405436048,-46.4862232011297
185.25,-2473336.28190266,2331283.02735157,-270007.27213337,-425.18883848589,-493.085434283443,-46.4615230783252
185.3,-2473357.53542747,2331258.37631915,-270009.594642904,-424.956064697672,-492.958720150516,-46.4382551965943
185.35,-2473378.77685797,2331233.73218762,-270011.915892892,-424.714765882942,-492.822589829872,-46.4126256998993
185.4,-2473400.00627563,2331209.09488519,-270014.235857668,-424.459639958382,-492.668341221154,-46.3862343309545
185.45,-2473421.22378407,2331184.46429636,-270016.554558681,-424.229475579118,-492.541970688522,-46.3618016250942
185.5,-2473442.42928035,2331159.84048526,-270018.871998988,-423.983214738978,-492.400250063717,-46.334918615189
185.55,-2473463.62285733,2331135.22336081,-270021.18815717,-423.750088989216,-492.273984185062,-46.3098861399044
185.6,-2473484.80452169,2331110.6129809,-270023.50303701,-423.516822016991,-492.144704600143,-46.2856600133846
185.65,-2473505.9742027,2331086.00946222,-270025.816618167,-423.273562164792,-492.001570736827,-46.2598838837594
185.7,-2473527.13194811,2331061.41275537,-270028.128913028,-423.028767858752,-491.858377674101,-46.2317601263933
185.75,-2473548.27792924,2331036.82265118,-270030.439930789,-422.805942501572,-491.741360899068,-46.2079288826547
185.8,-2473569.41196021,2331012.23936952,-270032.749680093,-422.569025466148,-491.605828019247,-46.1832407715161
185.85,-2473590.53425817,2330987.66268338,-270035.058156222,-422.320977260559,-491.457102455078,-46.1566931853951
185.9,-2473611.64456074,2330963.09292331,-270037.36530185,-422.082925025237,-491.320570461805,-46.1292579511578
185.95,-2473632.74307052,2330938.52989036,-270039.671146356,-421.846267943797,-491.186146115234,-46.1024612446296
186,-2473653.82976259,2330913.97357505,-270041.975688726,-421.610872600499,-491.052866332638,-46.0772947137741
186.05,-2473674.90480433,2330889.42373712,-270044.27895556,-421.386974698185,-490.93420437893,-46.0526134087182
186.1,-2473695.96791699,2330864.88078603,-270046.580916919,-421.152262177964,-490.799828188854,-46.0266171159857
186.15,-2473717.01927203,2330840.34453882,-270048.881570128,-420.901272523467,-490.648551708258,-45.9991328980092
186.2,-2473738.05884743,2330815.81505741,-270051.180934412,-420.673856037529,-490.522496502149,-45.9751453066713
186.25,-2473759.08671911,2330791.29221995,-270053.478996336,-420.444189718316,-490.3952947806,-45.9494642988799
186.3,-2473780.10286751,2330766.77600143,-270055.775776288,-420.204615129771,-490.256486564489,-45.9213605346251
186.35,-2473801.1072381,2330742.26650622,-270058.071262235,-419.963498110798,-490.115097006094,-45.8960612978283
186.4,-2473822.09996397,2330717.76361241,-270060.36546529,-419.743757894651,-489.996787393893,-45.8724798833137
186.45,-2473843.08090265,2330693.26751486,-270062.658389209,-419.50607626283,-489.861949929791,-45.8456665505819
186.5,-2473864.05022502,2330668.77794584,-270064.95002587,-419.275105781825,-489.73190670241,-45.8202240547466
186.55,-2473885.00779538,2330644.29503522,-270067.240408101,-419.040285249646,-489.599309748714,-45.7948275591047
186.6,-2473905.95375005,2330619.81866658,-270069.52952631,-418.794318436029,-489.452519538171,-45.7696373589079
186.65,-2473926.88795764,2330595.34903487,-270071.817392237,-418.56000068553,-489.318846624184,-45.7445351800289
186.7,-2473947.81061736,2330570.88592395,-270074.104013936,-418.34014338169,-489.202467870762,-45.7196021560538
186.75,-2473968.72152682,2330546.42953239,-270076.389363297,-418.094380662469,-489.054520255716,-45.6938903925838
186.8,-2473989.62087853,2330521.97957835,-270078.673519419,-417.876151757492,-488.939527715105,-45.6717609447405
186.85,-2474010.50852439,2330497.53624256,-270080.956433274,-417.6418660777,-488.807928012366,-45.6452449886658
186.9,-2474031.38448322,2330473.09951845,-270083.238113548,-417.408072723921,-488.676018522632,-45.6226458161014
186.95,-2474052.24884411,2330448.66937587,-270085.518567907,-417.176832278144,-488.541864102297,-45.5975703253966
187,-2474073.10155457,2330424.24586845,-270087.797828165,-416.929639759034,-488.395989092323,-45.5730545242305
187.05,-2474093.94260557,2330399.82883867,-270090.07587885,-416.703813135855,-488.274816992815,-45.5489956671517
187.1,-2474114.77199998,2330375.41836271,-270092.352769273,-416.463142836299,-488.134893952784,-45.525863598066
187.15,-2474135.58987167,2330351.01432067,-270094.628497147,-416.234553970179,-488.005805436511,-45.5031108985547
187.2,-2474156.39596773,2330326.61699504,-270096.903027656,-416.000682375675,-487.87388450803,-45.4788814936372
187.25,-2474177.19049876,2330302.22613729,-270099.176420045,-415.767467746984,-487.745123677692,-45.4550917414896
187.3,-2474197.97335895,2330277.8418058,-270101.448683483,-415.5322709528,-487.613573327895,-45.4326481096128
187.35,-2474218.74464764,2330253.46385702,-270103.719807588,-415.315686838063,-487.501496854431,-45.4118662980546
187.4,-2474239.50421519,2330229.09245402,-270105.989799685,-415.095595514907,-487.386044481586,-45.3899380309988
187.45,-2474260.25214541,2330204.7276233,-270108.258690188,-414.848530418583,-487.237617035227,-45.3657968890814
187.5,-2474280.98833942,2330180.36938846,-270110.526444177,-414.613860542394,-487.107435736599,-45.344395622998
187.55,-2474301.71293341,2330156.01754298,-270112.793095979,-414.367623608091,-486.964308689844,-45.3230666589339
187.6,-2474322.42587218,2330131.67206935,-270115.058691073,-414.141335194619,-486.844443778499,-45.3017294425695
187.65,-2474343.12714846,2330107.3330241,-270117.323234969,-413.913976010215,-486.722254729604,-45.2795140150258
187.7,-2474363.81670574,2330083.00052166,-270119.586675052,-413.667547004026,-486.577652229788,-45.2574742171022
187.75,-2474384.49462778,2330058.67446397,-270121.849077145,-413.434924149562,-486.448571367752,-45.2370835181468
187.8,-2474405.16092361,2330034.35476666,-270124.110449805,-413.213997670808,-486.336494804276,-45.2173237894899
187.85,-2474425.8155235,2330010.04141671,-270126.370752138,-412.992962041581,-486.22448232887,-45.1970584176849
187.9,-2474446.45835436,2329985.73455366,-270128.630037043,-412.747170296908,-486.081804831493,-45.1757735391712
187.95,-2474467.08956108,2329961.43402873,-270130.888329658,-412.498678860971,-485.935794403798,-45.1551317669859
188,-2474487.70905288,2329937.13996489,-270133.145617935,-412.26479179696,-485.809456890882,-45.1346014282089
188.05,-2474508.31679721,2329912.85227527,-270135.401898842,-412.031246349812,-485.681904941784,-45.1158995901401
188.1,-2474528.91294024,2329888.57084614,-270137.657198033,-411.811715933966,-485.570159449923,-45.0971805589499
188.15,-2474549.49731612,2329864.29578164,-270139.911540762,-411.562132345305,-485.428545387152,-45.0765758956827
188.2,-2474570.07005539,2329840.02700324,-270142.164909725,-411.341052617145,-485.318081326012,-45.0578901925922
188.25,-2474590.63095852,2329815.76474514,-270144.417280426,-411.10660150466,-485.189005802236,-45.0382201173048
188.3,-2474611.18023922,2329791.50868909,-270146.668690803,-410.87278680749,-485.062643825016,-45.019377827175
188.35,-2474631.71766733,2329767.25902277,-270148.919153,-410.637511536352,-484.938249372165,-45.0002087463852
188.4,-2474652.24341527,2329743.01559358,-270151.168652071,-410.389922178409,-484.798020920374,-44.9807032770195
188.45,-2474672.75743213,2329718.77843842,-270153.41723695,-410.162575966713,-484.679548591228,-44.9629855761422
188.5,-2474693.25966389,2329694.547707,-270155.664871239,-409.920741383466,-484.542513276875,-44.943366419369
188.55,-2474713.75022261,2329670.32319443,-270157.911565068,-409.691851505784,-484.424984836083,-44.9243471353734
188.6,-2474734.22906267,2329646.1048774,-270160.157327106,-409.451122125122,-484.295145986305,-44.9060418695012
188.65,-2474754.69605751,2329621.89287259,-270162.402189877,-409.218149694673,-484.171098226218,-44.8879599503603
188.7,-2474775.15131243,2329597.68710047,-270164.646114556,-408.983571777226,-484.045081276771,-44.8694710786623
188.75,-2474795.59487469,2329573.48757561,-270166.889118854,-408.754151237251,-483.927138217421,-44.8503905993824
188.8,-2474816.02662418,2329549.29437864,-270169.131183293,-408.510616000991,-483.793500431113,-44.8321118842863
188.85,-2474836.44671284,2329525.10729161,-270171.372338629,-408.29044230026,-483.686020372102,-44.8147790963976
188.9,-2474856.85493522,2329500.92649556,-270173.612587665,-408.055144812456,-483.562142184597,-44.7981346722605
188.95,-2474877.25152163,2329476.7518228,-270175.851944371,-407.807058035788,-483.422613235298,-44.7762781780957
189,-2474897.63634342,2329452.58340394,-270178.090347985,-407.582223572293,-483.309556891502,-44.7594771833196
189.05,-2474918.0093584,2329428.42126251,-270180.327821236,-407.336434720524,-483.172287648192,-44.7402854526909
189.1,-2474938.3706447,2329404.2653119,-270182.564406521,-407.109257403121,-483.057468700048,-44.7226529833891
189.15,-2474958.72023603,2329380.11544272,-270184.800075001,-406.878881875502,-482.941817645187,-44.704522477474
189.2,-2474979.05805619,2329355.97180594,-270187.034834251,-406.645116370531,-482.819046506629,-44.6859413035487
189.25,-2474999.38416613,2329331.83435033,-270189.268658158,-406.396826233337,-482.677612261519,-44.6662677185012
189.3,-2475019.69855931,2329307.70310568,-270191.501577775,-406.168759663355,-482.561153254636,-44.6497631498179
189.35,-2475040.00120301,2329283.57804699,-270193.733554752,-405.92814717759,-482.430643469872,-44.630115634068
189.4,-2475060.29214234,2329259.45915031,-270195.96459393,-405.701275082999,-482.315443446212,-44.611631261347
189.45,-2475080.57141733,2329235.34628987,-270198.194711504,-405.474279950092,-482.201935464859,-44.5946161897757
189.5,-2475100.83895704,2329211.23966542,-270200.423905359,-405.231400073034,-482.070131606207,-44.5748139970396
189.55,-2475121.09472312,2329187.13927993,-270202.652131572,-404.991673144868,-481.937847781752,-44.5538680095253
189.6,-2475141.3389253,2329163.04493878,-270204.879424784,-404.771612605677,-481.832040925668,-44.536824826896
189.65,-2475161.57136515,2329138.95682399,-270207.105757241,-404.537281602432,-481.708478371357,-44.5185144314723
189.7,-2475181.79226286,2329114.87461093,-270209.331159062,-404.305601615255,-481.587303643377,-44.498975549184
189.75,-2475202.00138851,2329090.7986656,-270211.555579667,-404.073198499649,-481.463915946839,-44.4792787572059
189.8,-2475222.19890437,2329066.72891695,-270213.779032897,-403.826397146457,-481.324285444845,-44.4593294920908
189.85,-2475242.38482208,2329042.66526541,-270216.001518773,-403.606797274719,-481.217209057417,-44.440373245833
189.9,-2475262.55904044,2329018.60774916,-270218.223045317,-403.37614907957,-481.099552587644,-44.4206006636842
189.95,-2475282.7217008,2328994.55628124,-270220.44359474,-403.130824310344,-480.962215172577,-44.4006326673886
190,-2475302.87284499,2328970.51083921,-270222.663156606,-402.900799804305,-480.837978794831,-44.3812311963465
190.05,-2475323.01228722,2328946.47168386,-270224.881709105,-402.668140126485,-480.714968427447,-44.3597289038558
190.1,-2475343.14018485,2328922.43859115,-270227.099254806,-402.449425889246,-480.609525659381,-44.341693241837
190.15,-2475363.2565214,2328898.41159836,-270229.315793918,-402.213299175151,-480.481250810912,-44.3206384879054
190.2,-2475383.36130264,2328874.39065053,-270231.531346521,-401.974424910945,-480.349531331475,-44.3003217366656
190.25,-2475403.45465695,2328850.37568488,-270233.745880146,-401.75704858384,-480.242491036075,-44.2813973800567
190.3,-2475423.53636686,2328826.36700887,-270235.959417207,-401.525190517412,-480.120579457465,-44.2600529721027
190.35,-2475443.60665424,2328802.36431315,-270238.171909879,-401.294952063568,-479.998156565929,-44.2396425648818
190.4,-2475463.66535096,2328778.36781926,-270240.383376307,-401.066764734035,-479.878295418743,-44.2197615321198
190.45,-2475483.7126934,2328754.37721474,-270242.593811341,-400.82489784917,-479.743476680318,-44.1981111000971
190.5,-2475503.74851102,2328730.39273404,-270244.803215312,-400.600773048111,-479.626479222959,-44.1779133776469
190.55,-2475523.77292656,2328706.41431142,-270247.011585378,-400.379860546366,-479.512709975333,-44.1578673062566
190.6,-2475543.78585209,2328682.44206454,-270249.218873121,-400.142955037818,-479.383950549536,-44.1365116485795
190.65,-2475563.78738049,2328658.47581362,-270251.425167555,-399.921961560844,-479.272007707659,-44.1163353694408
190.7,-2475583.77750466,2328634.51557825,-270253.63040857,-399.700000591416,-479.157561132539,-44.0957841486191
190.75,-2475603.75623622,2328610.56136353,-270255.83460734,-399.468109476,-479.031411146696,-44.0744152635701
190.8,-2475623.72368517,2328586.61316383,-270258.037739498,-399.239138595422,-478.908298286822,-44.0521954522201
190.85,-2475643.67970831,2328562.67109108,-270260.23980267,-398.999574630049,-478.772591248487,-44.0299309627137
190.9,-2475663.62435843,2328538.73505272,-270262.440804872,-398.780056591829,-478.65950092071,-44.0092560300911
190.95,-2475683.55769751,2328514.80502265,-270264.640794559,-398.547309112313,-478.533022390412,-43.9888822468847
191,-2475703.47982503,2328490.88087381,-270266.83972701,-398.33344322108,-478.427980401348,-43.9675707467511
191.05,-2475723.39054372,2328466.96287665,-270269.0375517,-398.107968087262,-478.307106106312,-43.9461732109803
191.1,-2475743.29004846,2328443.05086885,-270271.234323294,-397.874773067783,-478.177282288355,-43.9256792504566
191.15,-2475763.17823477,2328419.14492891,-270273.430031569,-397.644499883303,-478.051467449534,-43.9037206994998
191.2,-2475783.05516214,2328395.24493405,-270275.624703974,-397.417932677951,-477.932566341286,-43.8827608653106
191.25,-2475802.92083032,2328371.35086819,-270277.818358018,-397.207609221217,-477.828752083142,-43.8627987450349
191.3,-2475822.77522612,2328347.46285685,-270280.010918783,-396.970248757676,-477.692187046871,-43.8406721784212
191.35,-2475842.61838144,2328323.58089059,-270282.202409164,-396.756150864454,-477.584890268786,-43.8193175241211
191.4,-2475862.45025755,2328299.7049459,-270284.392844813,-396.521352776073,-477.453362952353,-43.7971832591825
191.45,-2475882.27096822,2328275.83492106,-270286.582265706,-396.296631281599,-477.335148451749,-43.7787233232889
191.5,-2475902.08055599,2328251.97071231,-270288.770658208,-396.087011084739,-477.232088026601,-43.7589296240006
191.55,-2475921.8788573,2328228.11260951,-270290.957986502,-395.847691232584,-477.092960826956,-43.7351248190525
191.6,-2475941.66597172,2328204.2605083,-270293.144256499,-395.62192076573,-476.973600586742,-43.7139939075334
191.65,-2475961.44187508,2328180.41432037,-270295.329512269,-395.411747986003,-476.871847310194,-43.6952909248534
191.7,-2475981.20663983,2328156.57399926,-270297.513744651,-395.202434611442,-476.768922482043,-43.6763463590252
191.75,-2476000.96017936,2328132.73965637,-270299.696967787,-394.965777210647,-476.635765716697,-43.6539610086017
191.8,-2476020.70257425,2328108.91123474,-270301.879171363,-394.741791999904,-476.514659736023,-43.633661586743
191.85,-2476040.43379648,2328085.08879921,-270304.060372728,-394.506074744963,-476.381737533454,-43.6138849143289
191.9,-2476060.15378922,2328061.27232733,-270306.240549702,-394.28275873921,-476.263956840852,-43.5927147481458
191.95,-2476079.86275822,2328037.46157486,-270308.419742842,-394.072654906213,-476.162458678586,-43.5751920110909
192,-2476099.56046897,2328013.65675894,-270310.597971382,-393.835557494523,-476.029813805175,-43.5535099204679
192.05,-2476119.24712436,2327989.85773658,-270312.775232411,-393.625793260268,-475.92636377555,-43.5383408466523
192.1,-2476138.92239841,2327966.06473908,-270314.95149028,-393.400409758671,-475.81033037967,-43.5155488554322
192.15,-2476158.58653067,2327942.27751086,-270317.12671474,-393.162754037574,-475.680489495934,-43.4896287579752
192.2,-2476178.23945769,2327918.4959862,-270319.300957668,-392.951056049332,-475.578021173473,-43.4787234285762
192.25,-2476197.88111119,2327894.72013738,-270321.47425024,-392.715717290604,-475.450255444203,-43.4547979207623
192.3,-2476217.51157954,2327870.95015219,-270323.646566522,-392.496164586612,-475.339620261043,-43.4357250551622
192.35,-2476237.13083787,2327847.18606319,-270325.817904337,-392.265473226531,-475.214359084124,-43.4163502932457
192.4,-2476256.73899257,2327823.42777546,-270327.988310243,-392.057191841574,-475.112593153643,-43.3992481463293
192.45,-2476276.33593652,2327799.67523324,-270330.157741168,-391.808720735967,-474.971535766764,-43.3821165968171
192.5,-2476295.92160251,2327775.92822605,-270332.326298156,-391.600482302816,-474.882514334951,-43.3611562484329
192.55,-2476315.49601328,2327752.1871031,-270334.493916968,-391.381630894087,-474.772916982678,-43.3447546964135
192.6,-2476335.05917585,2327728.45169057,-270336.660564308,-391.14710227582,-474.650980309257,-43.3228036762026
192.65,-2476354.61098192,2327704.72203068,-270338.826254944,-390.932273151744,-474.543031528063,-43.3015147842845
192.7,-2476374.1516618,2327680.99803657,-270340.991049543,-390.700151053687,-474.424879309276,-43.2865879629047
192.75,-2476393.68112934,2327657.27976968,-270343.154927463,-390.484438847347,-474.316129691566,-43.270336916254
192.8,-2476413.19937723,2327633.56725428,-270345.317937518,-390.247588893357,-474.185624768299,-43.2508866378451
192.85,-2476432.70634067,2327609.86049854,-270347.479997026,-390.033179013507,-474.083758884384,-43.2334353093661
192.9,-2476452.2020159,2327586.15956986,-270349.641181281,-389.795215682127,-473.954375032329,-43.2140749526147
192.95,-2476471.68644183,2327562.46427525,-270351.801473588,-389.575277923461,-473.848693867488,-43.1994662103815
193,-2476491.15952426,2327538.77444573,-270353.96086932,-389.353570721853,-473.747025005302,-43.1773393132741
193.05,-2476510.62124335,2327515.09035281,-270356.119395018,-389.130725717257,-473.638231781293,-43.16090912295
193.1,-2476530.07163587,2327491.41202342,-270358.276961047,-388.900256780733,-473.515340626586,-43.1413223643055
193.15,-2476549.51074907,2327467.7393784,-270360.43364709,-388.668847031749,-473.39525367088,-43.1261388039259
193.2,-2476568.93858679,2327444.07238417,-270362.589500303,-388.43692118843,-473.275415543834,-43.1078671926791
193.25,-2476588.35508021,2327420.41102476,-270364.744460637,-388.216113276272,-473.169820818286,-43.0903665588371
193.3,-2476607.76031345,2327396.75522496,-270366.898573367,-387.99554632872,-473.064972472483,-43.0755580043715
193.35,-2476627.15407091,2327373.10510675,-270369.051785421,-387.760685069089,-472.944788267659,-43.057782151818
193.4,-2476646.53631217,2327349.46070474,-270371.204084874,-387.525071769447,-472.824531556889,-43.0328926327595
